year,state,west,midwest,northeast,southeast,southwest,drought,flooding,freeze,severe storm,tropical cyclone,wildfire,winter storm,Cost,Avg_Tmp,Min_Tmp,Max_Tmp,Precip,Avg_Elevation,Unemployment,Population,Size,GDP,Inflation_Rate,Personal Income
2000,FL,0,0,0,1,0,1,1,0,0,0,0,0,2000,70.1,58.5,81.7,39.35,#N/A,3.758333333,15759421,65755,642708.2,0.0338,472851.8
2000,GA,0,0,0,1,0,1,0,0,0,0,0,1,1000,63.1,50.8,75.5,39.53,60,3.533333333,8045965,59425,389727.3,0.0338,237369.7
2000,HI,1,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,100,4.25,1210300,10931,55891.1,0.0338,35579
2000,IA,0,1,0,0,0,1,0,0,0,0,0,0,500,48.6,38,59.1,30.42,600,2.683333333,2917634,56271,121924.2,0.0338,80228.5
2000,ID,1,0,0,0,0,0,0,0,0,0,1,0,500,43.7,31.7,55.7,18.85,3030,4.658333333,1275674,83570,47295.4,0.0338,32723.6
2000,IL,0,1,0,0,0,0,0,0,0,0,0,0,0,52.1,41.9,62.2,39.96,1100,4.441666667,12359020,57914,640723.4,0.0338,412965.5
2000,IN,0,1,0,0,0,0,0,0,0,0,0,0,0,51.6,41.3,61.8,41.88,5000,3.05,6044969,36418,264121.7,0.0338,171501.5
2000,KS,0,1,0,0,0,1,0,0,0,0,0,0,1000,55.3,42.7,68,26.37,600,3.775,2678338,82276,114030.5,0.0338,76105.1
2000,KY,0,0,0,1,0,0,0,0,0,0,0,0,0,55.5,44.3,66.6,43.59,700,4.141666667,4018053,40410,151495.1,0.0338,100691.4
2000,LA,0,0,0,1,0,1,0,0,1,0,0,1,2000,66.7,55.6,77.7,51.28,2000,5.15,4460811,51840,205722.6,0.0338,107310.6
2000,MA,0,0,1,0,0,0,0,0,0,0,0,0,0,47.6,37.7,57.5,48.87,750,2.816666667,6317345,10555,358121.5,0.0338,245502.5
2000,MD,0,0,1,0,0,0,0,0,0,0,0,0,0,54.1,44,64.3,43.52,100,3.516666667,5254509,12407,250771.7,0.0338,189023.5
2000,ME,0,0,1,0,0,0,0,0,0,0,0,0,0,40.9,30.9,51,40.86,500,3.333333333,1266808,35385,48490.2,0.0338,35107.4
2000,MI,0,1,0,0,0,0,0,0,0,0,0,0,0,45.4,35.4,55.2,32.57,350,3.691666667,9897116,96716,438463.8,0.0338,302000.6
2000,MN,0,1,0,0,0,0,0,0,0,0,0,0,0,42.3,31.8,52.8,28.23,600,3.033333333,4873481,86938,247802.6,0.0338,160089
2000,MO,0,1,0,0,0,0,0,0,0,0,0,0,0,54.8,44,65.7,36.31,900,3.416666667,5561948,69704,244705.9,0.0338,156675.8
2000,MS,0,0,0,1,0,1,0,0,0,0,0,0,500,63.7,51.6,75.8,47.41,1200,5.325,2828408,48431,88077.5,0.0338,61755.4
2000,MT,1,0,0,0,0,1,0,0,0,0,1,0,1000,42.6,30.1,55,14.99,800,4.833333333,897507,147042,31241.1,0.0338,20860.4
2000,NC,0,0,0,1,0,0,0,0,0,0,0,1,250,58.4,47,69.9,41.46,300,3.758333333,7949361,53818,356912.5,0.0338,222325.8
2000,ND,0,1,0,0,0,0,0,0,0,0,0,0,0,41.5,30,52.9,21.28,3400,2.925,644259,70700,24706,0.0338,16623.2
2000,NE,0,1,0,0,0,1,0,0,0,0,0,0,1000,49.8,36.9,62.7,21.01,700,2.791666667,1704764,77358,76368.1,0.0338,49767.7
2000,NH,0,0,1,0,0,0,0,0,0,0,0,0,0,43.1,32.5,53.7,46.46,1900,2.65,1222014,9350,56779.4,0.0338,43810.9
2000,NJ,0,0,1,0,0,0,0,0,0,0,0,0,0,52.2,42.2,62.1,45.18,2600,3.65,8359592,8722,471426.9,0.0338,330613.6
2000,NM,0,0,0,0,1,1,0,0,0,0,1,0,1000,54.6,39.5,69.7,14.29,1000,5.025,1808082,121589,71652.8,0.0338,42073.6
2000,NV,1,0,0,0,0,0,0,0,0,0,0,0,0,51,37.3,64.8,10.19,250,4.116666667,1934718,110560,105635.4,0.0338,64571.6
2000,NY,0,0,1,0,0,0,0,0,0,0,0,0,0,45.1,35.6,54.8,44.55,5700,4.508333333,18882725,54556,1092188.2,0.0338,685783.3
2000,OH,0,1,0,0,0,0,0,0,0,0,0,0,0,50.9,40.9,60.9,39.51,5500,4.116666667,11335454,44825,509949.2,0.0338,324977.5
2000,OK,0,0,0,0,1,1,0,0,0,0,0,0,500,59.9,48.1,71.8,38,1000,2.991666667,3437147,69899,124227.6,0.0338,83519.2
2000,OR,1,0,0,0,0,1,0,0,0,0,0,0,500,47.4,35.9,58.9,23.75,850,5.191666667,3393941,98380,137400.6,0.0338,97354.7
2000,PA,0,0,1,0,0,0,0,0,0,0,0,0,0,48.5,38.3,58.7,40.9,1300,4.225,12263805,46056,538790.2,0.0338,373971.6
2000,PR,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,3300,#N/A,#N/A,#N/A,#N/A,0.0338,#N/A
2000,RI,0,0,1,0,0,0,0,0,0,0,0,0,0,49.6,40.3,58.8,47.69,1100,4,1040402,1545,45178.6,0.0338,31946.5
2000,SC,0,0,0,1,0,1,0,0,0,0,0,1,500,62.2,50.1,74.3,37.46,#N/A,3.733333333,3974682,32020,150156.4,0.0338,101138.9
2000,SD,0,1,0,0,0,0,0,0,0,0,0,0,0,46.1,33.7,58.4,19.56,200,2.533333333,750412,77121,29386.1,0.0338,20275.5
2000,TN,0,0,0,0,1,1,0,0,0,0,0,1,500,57.7,46.2,69.2,45.15,350,3.866666667,5638706,42144,233732.2,0.0338,154378.5
2000,TX,0,0,0,0,1,1,0,0,1,0,0,0,5000,65.9,53.8,78,29.13,2200,4.383333333,20558220,268580,995661.2,0.0338,594466
2000,UT,1,0,0,0,0,0,0,0,0,0,0,0,0,49.8,37,62.5,13.13,900,3.325,2203482,84898,92498.4,0.0338,54450.8
2000,VA,0,0,0,0,1,0,0,0,0,0,0,1,100,54.9,43.7,66.2,39.35,1700,2.283333333,7000174,42774,348327,0.0338,232469.6
2000,VI,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,6100,#N/A,#N/A,#N/A,#N/A,0.0338,#N/A
2000,VT,0,0,1,0,0,0,0,0,0,0,0,0,0,42.1,32,52.1,46.38,950,2.808333333,604683,9615,23016.8,0.0338,17687.6
2000,WA,1,0,0,0,0,0,0,0,0,0,1,0,500,46.3,36.7,55.9,31.1,#N/A,5.091666667,5842564,71300,311209.9,0.0338,193410
2000,WI,0,1,0,0,0,0,0,0,0,0,0,0,0,44.2,33.9,54.5,34.19,1000,3.391666667,5332666,65498,232411.7,0.0338,158832.3
2000,WV,0,0,0,0,1,0,0,0,0,0,0,0,#N/A,51.8,40.8,62.8,43.2,1700,5.575,1811799,24230,61665.7,0.0338,40327.7
2000,WY,1,0,0,0,0,0,0,0,0,0,1,0,250,42.3,29,55.6,13.5,1050,3.75,491780,97813,27435,0.0338,14634.6
2001,AK,1,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,1500,6.283333333,633714,663267,40958.7,0.0283,21309.2
2001,AL,0,0,0,1,0,0,0,0,0,0,0,0,0,63.5,51.9,75.1,59.46,6700,5.183333333,4467634,52419,156853.2,0.0283,111947.4
2001,AR,0,0,0,1,0,0,0,0,1,0,0,0,100,61.7,50.6,72.7,55.94,1900,4.758333333,2691571,53179,89789,0.0283,64255.3
2001,AZ,0,0,0,0,1,0,0,0,0,0,0,0,0,61.4,47,75.8,9.28,500,4.725,5273477,113998,213166.2,0.0283,142423.5
2001,CA,1,0,0,0,0,0,0,0,0,0,0,0,0,59.1,46.5,71.7,21.72,650,5.466666667,34479458,163695,1692324.1,0.0283,1173878.6
2001,CO,1,0,0,0,0,0,0,0,1,0,0,0,100,46.9,33,60.8,16.43,4100,3.816666667,4425687,104093,234979.4,0.0283,154444.5
2001,CT,0,0,1,0,0,0,0,0,0,0,0,0,0,50.9,40.3,61.4,39.03,2900,2.875,3432835,5544,218135.3,0.0283,155003
2001,DC,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,6800,#N/A,574504,#N/A,#N/A,0.0283,#N/A
2001,DE,0,0,1,0,0,0,0,0,0,0,0,0,0,56.7,46.2,67.1,38.66,500,3.575,795699,2489,58372.7,0.0283,29379.2
2001,FL,0,0,0,1,0,0,0,0,0,1,0,0,100,71.5,60.8,82.1,53.94,#N/A,4.425,16356966,65755,660659.5,0.0283,497538.7
2001,GA,0,0,0,1,0,0,0,0,0,0,0,0,0,64.3,52.4,76.2,43.08,60,4.091666667,8377038,59425,394317.3,0.0283,249320.7
2001,HI,1,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,100,4.275,1225948,10931,55678.5,0.0283,37058.6
2001,IA,0,1,0,0,0,0,0,0,2,0,0,0,250,49.7,39.3,60.1,33.57,600,3.325,2931997,56271,120449.8,0.0283,82571.1
2001,ID,1,0,0,0,0,0,0,0,0,0,0,0,0,44.3,32.2,56.4,20.73,3030,5.083333333,1319962,83570,46084.5,0.0283,34054.3
2001,IL,0,1,0,0,0,0,0,0,1,0,0,0,250,54,43.6,64.4,40.15,1100,5.433333333,12488445,57914,642292.5,0.0283,428339.2
2001,IN,0,1,0,0,0,0,0,0,1,0,0,0,100,53.8,43.4,64.1,45.18,5000,4.241666667,6127760,36418,259474.8,0.0283,175494.3
2001,KS,0,1,0,0,0,0,0,0,1,0,0,0,100,56.1,43.4,68.8,27.5,600,4.266666667,2702162,82276,114327.7,0.0283,78664.7
2001,KY,0,0,0,1,0,0,0,0,1,0,0,0,100,57.1,45.6,68.5,47.21,700,5.208333333,4068132,40410,151834.3,0.0283,104126.9
2001,LA,0,0,0,1,0,0,0,0,0,1,0,0,1000,67.1,56.6,77.7,66.74,2000,5.6,4477875,51840,208617.8,0.0283,114917.4
2001,MA,0,0,1,0,0,0,0,0,0,0,0,0,0,49.7,39.2,60.2,40.41,750,3.783333333,6397634,10555,362663.8,0.0283,255086.8
2001,MD,0,0,1,0,0,0,0,0,0,0,0,0,0,55.9,45.2,66.6,35.59,100,4.208333333,5374691,12407,261532.9,0.0283,199273.1
2001,ME,0,0,1,0,0,0,0,0,0,0,0,0,0,43.2,32.6,53.8,31.16,500,3.75,1285692,35385,49471,0.0283,37058.4
2001,MI,0,1,0,0,0,0,0,0,1,0,0,0,100,47.1,37.4,56.8,35.06,350,5.158333333,9991120,96716,425103.2,0.0283,307220.9
2001,MN,0,1,0,0,0,0,0,0,2,0,0,0,1000,43.2,32.9,53.6,28.68,600,3.775,4982796,86938,247599.4,0.0283,166871.9
2001,MO,0,1,0,0,0,0,0,0,1,0,0,0,5000,56.3,45.3,67.2,44.27,900,4.491666667,5641142,69704,243060.4,0.0283,161842
2001,MS,0,0,0,1,0,0,0,0,0,1,0,0,100,64.2,52.8,75.7,66.43,1200,5.491666667,2852994,48431,87309.5,0.0283,65175.9
2001,MT,1,0,0,0,0,0,0,0,0,0,0,0,0,43.5,31,56,15.69,800,4.608333333,906961,147042,31532.6,0.0283,21763.7
2001,NC,0,0,0,1,0,0,0,0,0,0,0,0,0,59.7,47.9,71.4,40.76,300,5.625,8210122,53818,359617,0.0283,228555.9
2001,ND,0,1,0,0,0,0,0,0,0,0,0,0,0,42.2,30.8,53.7,16.91,3400,2.833333333,639062,70700,24909.9,0.0283,16961.2
2001,NE,0,1,0,0,0,0,0,0,2,0,0,0,1000,50.5,38,62.9,23.76,700,3.15,1719836,77358,78180.9,0.0283,52068.7
2001,NH,0,0,1,0,0,0,0,0,0,0,0,0,0,45.2,33.9,56.6,35.92,1900,3.391666667,1255517,9350,57632.6,0.0283,46136.8
2001,NJ,0,0,1,0,0,0,0,0,0,1,0,0,250,54.2,43.7,64.8,34.73,2600,4.233333333,8492671,8722,476616.7,0.0283,341787.7
2001,NM,0,0,0,0,1,0,0,0,0,0,0,0,0,54.9,39.7,70.1,11.18,1000,4.958333333,1831690,121589,71730.5,0.0283,45061.9
2001,NV,1,0,0,0,0,0,0,0,0,0,0,0,0,51.6,37.9,65.4,8.46,250,5.191666667,2098399,110560,106635.3,0.0283,68116.6
2001,NY,0,0,1,0,0,0,0,0,0,0,0,0,0,47.5,37.4,57.6,34.72,5700,4.875,19082838,54556,1112794.4,0.0283,711466.3
2001,OH,0,1,0,0,0,0,0,0,1,0,0,0,1000,52.9,42.7,63.1,38.08,5500,4.375,11387404,44825,502967.6,0.0283,333912.2
2001,OK,0,0,0,0,1,0,0,0,1,0,0,0,100,61.1,49.1,73.1,31.92,1000,3.625,3467100,69899,128891.2,0.0283,88786.3
2001,OR,1,0,0,0,0,0,0,0,0,0,0,0,0,47.8,36.1,59.4,30.2,850,6.375,3467937,98380,136166.1,0.0283,99975.9
2001,PA,0,0,1,0,0,0,0,0,1,1,0,0,1000,50.5,39.8,61.2,34.61,1300,4.808333333,12298970,46056,547260.9,0.0283,389069.8
2001,PR,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,3300,#N/A,#N/A,#N/A,#N/A,0.0283,#N/A
2001,RI,0,0,1,0,0,0,0,0,0,0,0,0,0,51.7,42.1,61.2,43.39,1100,4.441666667,1057142,1545,45749.8,0.0283,33633.3
2001,SC,0,0,0,1,0,0,0,0,0,0,0,0,0,63.6,51.6,75.6,36.19,#N/A,5.283333333,4064995,32020,151015.9,0.0283,104620.9
2001,SD,0,1,0,0,0,0,0,0,0,0,0,0,0,46.6,34.6,58.6,19.64,200,3,757972,77121,29455.2,0.0283,20953.8
2001,TN,0,0,0,0,1,0,0,0,0,0,0,0,0,58.8,47.3,70.2,56.94,350,4.516666667,5750789,42144,233362.5,0.0283,158384.6
2001,TX,0,0,0,0,1,0,0,0,1,1,0,0,20000,66.1,54,78.1,27.72,2200,4.958333333,21319622,268580,1020537.8,0.0283,631990.8
2001,UT,1,0,0,0,0,0,0,0,0,0,0,0,0,50,37,63,11.1,900,4.366666667,2283715,84898,93556.7,0.0283,56922.7
2001,VA,0,0,0,0,1,0,0,0,0,0,0,0,0,56.2,44.4,68.1,35.6,1700,3.283333333,7198362,42774,360601.1,0.0283,244753.6
2001,VI,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,6100,#N/A,#N/A,#N/A,#N/A,0.0283,#N/A
2001,VT,0,0,1,0,0,0,0,0,0,0,0,0,0,44.4,33.6,55.2,35.36,950,3.291666667,612223,9615,23752.4,0.0283,18804.8
2001,WA,1,0,0,0,0,0,0,0,0,0,0,0,0,47,37.3,56.6,43.51,#N/A,6.008333333,5985722,71300,303673.8,0.0283,198031
2001,WI,0,1,0,0,0,0,0,0,2,0,0,0,250,45.7,35.5,56,34.38,1000,4.433333333,5406835,65498,236088.7,0.0283,166751.6
2001,WV,0,0,0,0,1,0,0,0,0,0,0,0,#N/A,53.2,41.6,64.7,40.35,1700,5.391666667,1801481,24230,61818.6,0.0283,42791.9
2001,WY,1,0,0,0,0,0,0,0,0,0,0,0,0,43.1,29.9,56.3,12.21,1050,3.816666667,494657,97813,29130.5,0.0283,15505.9
2002,AK,1,0,0,0,0,0,0,0,0,0,1,0,500,#N/A,#N/A,#N/A,#N/A,1500,7.166666667,642337,663267,42979,0.0159,22325.3
2002,AL,0,0,0,1,0,0,0,0,1,1,1,0,2000,63,51.8,74.2,54.35,6700,5.925,4480089,52419,160422.4,0.0159,114904.5
2002,AR,0,0,0,1,0,0,0,0,1,0,0,0,100,60.1,49.6,70.6,49.49,1900,5.333333333,2705927,53179,92950.5,0.0159,65770.4
2002,AZ,0,0,0,0,1,1,0,0,0,0,1,0,500,61.7,46.8,76.6,7.1,500,6.141666667,5396255,113998,220696.7,0.0159,147602.2
2002,CA,1,0,0,0,0,1,0,0,0,0,1,0,500,59.5,46.3,72.6,18.38,650,6.758333333,34871843,163695,1722522.4,0.0159,1190223.8
2002,CO,1,0,0,0,0,1,0,0,0,0,1,0,1000,46.6,32.1,61,11.65,4100,5.683333333,4490406,104093,235417.3,0.0159,154639.6
2002,CT,0,0,1,0,0,0,0,0,0,0,0,0,0,49.5,39.2,59.7,48.13,2900,4.4,3458749,5544,216677.7,0.0159,154596.4
2002,DC,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,6800,#N/A,573158,#N/A,#N/A,0.0159,#N/A
2002,DE,0,0,1,0,0,1,0,0,0,0,0,0,250,56.3,46.1,66.5,45.56,500,4.266666667,806169,2489,56534.5,0.0159,30359
2002,FL,0,0,0,1,0,0,0,0,0,1,0,0,250,70.7,60.1,81.4,56.99,#N/A,4.958333333,16689370,65755,689974,0.0159,514203.2
2002,GA,0,0,0,1,0,1,0,0,2,0,1,0,1000,63.9,52.5,75.2,47.38,60,5.308333333,8508256,59425,399413.4,0.0159,256380
2002,HI,1,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,100,4.05,1239613,10931,56990.8,0.0159,38747.1
2002,IA,0,1,0,0,0,0,0,0,0,0,0,0,0,48.4,37.6,59.1,29.47,600,4,2934234,56271,123298.2,0.0159,84424
2002,ID,1,0,0,0,0,1,0,0,0,0,0,0,250,43.6,31.7,55.6,19.2,3030,5.616666667,1340372,83570,47056.8,0.0159,35161.6
2002,IL,0,1,0,0,0,1,0,0,1,0,0,0,1000,52.3,42.2,62.4,37.49,1100,6.55,12525556,57914,647517.8,0.0159,433314.9
2002,IN,0,1,0,0,0,1,0,0,1,0,0,0,1000,52.1,42,62.1,41.37,5000,5.191666667,6155967,36418,265345.1,0.0159,178021.1
2002,KS,0,1,0,0,0,1,0,0,1,0,0,0,2000,55,42.2,67.8,21.56,600,5.083333333,2713535,82276,116195,0.0159,79365.2
2002,KY,0,0,0,1,0,1,0,0,2,0,0,0,5000,56,45.5,66.6,51.62,700,5.791666667,4089875,40410,155643.9,0.0159,106568.4
2002,LA,0,0,0,1,0,1,0,0,0,2,0,0,5000,66.2,56.1,76.2,61.37,2000,5.991666667,4497267,51840,213079.4,0.0159,118229.4
2002,MA,0,0,1,0,0,0,0,0,0,0,0,0,0,48.2,38,58.4,47.43,750,5.216666667,6417206,10555,362581.6,0.0159,253738.7
2002,MD,0,0,1,0,0,1,0,0,1,0,0,0,1000,55.4,45.1,65.7,41.4,100,4.775,5440389,12407,270468.4,0.0159,206925.3
2002,ME,0,0,1,0,0,0,0,0,0,0,0,0,0,40.7,30.6,50.9,39.63,500,4.458333333,1295960,35385,50910.4,0.0159,38323.5
2002,MI,0,1,0,0,0,0,0,0,0,0,0,0,0,44.8,35.1,54.6,30.64,350,6.191666667,10015710,96716,436802.2,0.0159,306502.9
2002,MN,0,1,0,0,0,0,0,0,0,0,0,0,0,41.4,31.3,51.5,28.59,600,4.466666667,5018935,86938,253478.4,0.0159,170419
2002,MO,0,1,0,0,0,1,0,0,1,0,0,0,500,54.7,43.7,65.6,38.16,900,5.283333333,5674825,69704,247437.1,0.0159,165526
2002,MS,0,0,0,1,0,0,0,0,2,2,0,0,1000,63.4,52.5,74.3,61.77,1200,6.425,2858681,48431,88569.4,0.0159,66375
2002,MT,1,0,0,0,0,1,0,0,0,0,0,0,1000,41.6,29.4,53.8,17.28,800,4.55,911667,147042,32503.7,0.0159,22384.6
2002,NC,0,0,0,1,0,1,0,0,1,0,0,0,1000,59.5,48.4,70.5,44.76,300,6.925,8326201,53818,364870.4,0.0159,231900.3
2002,ND,0,1,0,0,0,1,0,0,0,0,0,0,1000,40.5,29.1,51.8,15.83,3400,3.375,638168,70700,26290.8,0.0159,17369.5
2002,NE,0,1,0,0,0,1,0,0,0,0,0,0,2000,49.8,36.7,62.9,15.79,700,3.683333333,1728292,77358,79179.8,0.0159,52884.6
2002,NH,0,0,1,0,0,0,0,0,0,0,0,0,0,43.3,32.4,54.1,44.6,1900,4.491666667,1269089,9350,59474.6,0.0159,46923.2
2002,NJ,0,0,1,0,0,1,0,0,0,0,0,0,250,53.4,43.2,63.7,46.24,2600,5.766666667,8552643,8722,484657.1,0.0159,346163.5
2002,NM,0,0,0,0,1,1,0,0,0,0,1,0,500,54.7,39.3,70.1,11.84,1000,5.483333333,1855309,121589,73909.6,0.0159,46855.5
2002,NV,1,0,0,0,0,1,0,0,0,0,1,0,100,51.6,37.2,66,6.09,250,5.683333333,2173791,110560,110448.6,0.0159,69843.2
2002,NY,0,0,1,0,0,1,0,0,1,0,0,0,250,45.6,35.6,55.6,43.88,5700,6.2,19137800,54556,1106150.8,0.0159,709785
2002,OH,0,1,0,0,0,1,0,0,2,0,0,0,2000,51.5,41.5,61.4,38.15,5500,5.791666667,11407889,44825,513215.5,0.0159,338738.3
2002,OK,0,0,0,0,1,1,0,0,0,0,0,0,500,59.2,47.5,70.8,32.92,1000,4.625,3489080,69899,131293.3,0.0159,90797.9
2002,OR,1,0,0,0,0,1,0,0,0,0,1,0,1000,48.3,36.2,60.4,26,850,7.475,3513424,98380,138932.5,0.0159,101008.6
2002,PA,0,0,1,0,0,1,0,0,2,0,0,0,1000,49.3,38.9,59.6,43.83,1300,5.533333333,12331031,46056,555055.9,0.0159,396229.2
2002,PR,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,3300,#N/A,#N/A,#N/A,#N/A,0.0159,#N/A
2002,RI,0,0,1,0,0,0,0,0,0,0,0,0,0,50.2,40.8,59.7,46.84,1100,5.108333333,1065995,1545,47224.5,0.0159,34972.6
2002,SC,0,0,0,1,0,1,0,0,0,0,0,0,500,63.2,51.9,74.6,44.81,#N/A,6.433333333,4107795,32020,155275.1,0.0159,107551.6
2002,SD,0,1,0,0,0,1,0,0,0,0,0,0,2000,45.9,33.4,58.3,14.47,200,3.233333333,760020,77121,32784.9,0.0159,20955.1
2002,TN,0,0,0,0,1,1,0,0,2,0,0,0,1000,58,47.3,68.8,54.67,350,5.125,5795918,42144,240971.7,0.0159,162942.4
2002,TX,0,0,0,0,1,1,0,0,1,0,0,0,2000,64.8,52.9,76.7,30.27,2200,6.358333333,21690325,268580,1043566.9,0.0159,640381.6
2002,UT,1,0,0,0,0,1,0,0,0,0,1,0,100,49.6,36.1,63,9.01,900,5.666666667,2324815,84898,95383.1,0.0159,58562.9
2002,VA,0,0,0,0,1,1,0,0,1,0,0,0,1000,55.9,44.8,67,41.82,1700,4.358333333,7286873,42774,364932.4,0.0159,251379.6
2002,VI,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,6100,#N/A,#N/A,#N/A,#N/A,0.0159,#N/A
2002,VT,0,0,1,0,0,0,0,0,0,0,0,0,0,42.3,31.8,52.7,46.72,950,3.833333333,615442,9615,24570.1,0.0159,19212.2
2002,WA,1,0,0,0,0,0,0,0,0,0,0,0,0,47.2,37.3,57.1,37.44,#N/A,7.075,6052349,71300,307583.2,0.0159,201013.6
2002,WI,0,1,0,0,0,0,0,0,0,0,0,0,0,43.7,33.8,53.7,34.94,1000,5.325,5445162,65498,240543.3,0.0159,171113.4
2002,WV,0,0,0,0,1,1,0,0,1,0,0,0,#N/A,52.4,41.6,63.2,47.89,1700,6.458333333,1805414,24230,62834.1,0.0159,44263.4
2002,WY,1,0,0,0,0,1,0,0,0,0,0,0,250,42,28.8,55.3,12.11,1050,4.008333333,500017,97813,29777.1,0.0159,15927.6
2003,AK,1,0,0,0,0,0,0,0,0,0,1,0,250,#N/A,#N/A,#N/A,#N/A,1500,7.683333333,648414,663267,42355.3,0.0227,23340.3
2003,AL,0,0,0,1,0,0,0,0,3,0,0,0,250,63.1,52,74.2,64.66,6700,5.983333333,4503491,52419,165134.7,0.0227,120123.4
2003,AR,0,0,0,1,0,0,0,0,2,0,0,0,250,60.6,50,71.3,47.43,1900,5.758333333,2724816,53179,96944.5,0.0227,69742.3
2003,AZ,0,0,0,0,1,1,0,0,0,0,1,0,500,61.4,47.3,75.5,10.9,500,5.783333333,5510364,113998,234065.9,0.0227,156458.3
2003,CA,1,0,0,0,0,0,0,0,0,0,1,0,10000,58.9,46.5,71.3,21.98,650,6.891666667,35253159,163695,1789998.5,0.0227,1243465.5
2003,CO,1,0,0,0,0,1,0,0,1,0,0,0,500,46.6,32.6,60.6,16.9,4100,6.108333333,4528732,104093,237782.3,0.0227,157851.9
2003,CT,0,0,1,0,0,0,0,0,0,0,0,0,0,47.9,38.2,57.7,55.36,2900,5.45,3484336,5544,219186,0.0227,156784.6
2003,DC,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,6800,#N/A,568502,#N/A,#N/A,0.0227,#N/A
2003,DE,0,0,1,0,0,0,0,0,0,1,0,0,250,54.5,45.1,63.9,58.54,500,4.466666667,818003,2489,57300,0.0227,31136.9
2003,FL,0,0,0,1,0,0,0,0,1,0,0,0,100,71.2,61,81.6,59.55,#N/A,4.466666667,17004085,65755,722374.5,0.0227,540473.6
2003,GA,0,0,0,1,0,0,0,0,2,0,0,0,250,63.5,52.4,74.6,58.31,60,5.141666667,8622793,59425,411685.6,0.0227,266411.4
2003,HI,1,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,100,3.908333333,1251154,10931,59978.8,0.0227,40621.4
2003,IA,0,1,0,0,0,1,0,0,2,0,0,0,2000,47.8,36.9,58.7,29.26,600,4.45,2941999,56271,128962.3,0.0227,86443.8
2003,ID,1,0,0,0,0,1,0,0,0,0,1,0,500,44.6,32.7,56.6,22.27,3030,5.566666667,1363380,83570,48593.7,0.0227,36440.8
2003,IL,0,1,0,0,0,1,0,0,4,0,0,0,2000,51.9,41.5,62.2,39.11,1100,6.725,12556006,57914,658317.3,0.0227,442126.4
2003,IN,0,1,0,0,0,0,0,0,4,0,0,0,500,51.3,41.2,61.4,48.46,5000,5.275,6196638,36418,277151.6,0.0227,182928.7
2003,KS,0,1,0,0,0,1,0,0,1,0,0,0,2000,54.9,42.2,67.5,25.76,600,5.55,2723004,82276,118192.5,0.0227,81890.3
2003,KY,0,0,0,1,0,0,0,0,2,0,0,0,500,55.6,45.1,66.1,57.88,700,6.191666667,4117170,40410,159990.8,0.0227,109876.6
2003,LA,0,0,0,1,0,0,0,0,1,0,0,0,250,66.8,56.3,77.2,55.96,2000,6.283333333,4521042,51840,221774.4,0.0227,122169.8
2003,MA,0,0,1,0,0,0,0,0,0,0,0,0,0,47,37.3,56.6,51.98,750,5.733333333,6422565,10555,369007.4,0.0227,258616.7
2003,MD,0,0,1,0,0,0,0,0,0,1,0,0,5000,53.9,44.5,63.3,60.74,100,4.8,5496269,12407,278332,0.0227,216521.5
2003,ME,0,0,1,0,0,0,0,0,0,0,0,0,0,40.2,30.1,50.4,45.68,500,5.15,1306513,35385,52209.8,0.0227,40247.6
2003,MI,0,1,0,0,0,1,0,0,3,0,0,0,500,43.8,33.5,54,32.25,350,7.091666667,10041152,96716,443652.2,0.0227,314078.2
2003,MN,0,1,0,0,0,1,0,0,1,0,1,0,1000,41.1,30.2,52,22.73,600,4.783333333,5053572,86938,264165.9,0.0227,178356.2
2003,MO,0,1,0,0,0,1,0,0,2,0,0,0,2000,54.7,43.9,65.6,41.6,900,5.658333333,5709403,69704,252677.3,0.0227,171766.6
2003,MS,0,0,0,1,0,0,0,0,3,0,0,0,250,63.7,52.6,74.6,61.48,1200,6.141666667,2868312,48431,92354.7,0.0227,69022.3
2003,MT,1,0,0,0,0,1,0,0,0,0,1,0,1000,42.7,30.5,54.9,17.32,800,4.741666667,919630,147042,33810.5,0.0227,24025.3
